ds,y,type
2014-02-18,30.39084958170134,forecast
2014-02-19,46.700788269821324,forecast
2014-02-20,21.74671448985947,forecast
2014-02-21,26.57975245669588,forecast
2014-02-22,76.27763862152258,forecast
2014-02-23,34.066146393122935,forecast
2014-02-24,10.607059760773012,forecast
2014-02-25,12.093872362944651,forecast
2014-02-26,38.823070381470124,forecast
2014-02-27,27.553922916595738,forecast
2014-02-28,47.43830430487298,forecast
2014-03-01,109.86001680554602,forecast
2014-03-02,74.88574024509843,forecast
2014-03-03,52.71538335467091,forecast
2014-03-05,75.42116364294522,forecast
2014-03-06,61.62062835361155,forecast
2014-03-07,78.89221498101509,forecast
2014-03-08,137.5045773620846,forecast
2014-03-09,97.74796404746635,forecast
2014-03-10,71.47522811603551,forecast
2014-03-11,68.54763553800957,forecast
2014-03-12,91.66140013639063,forecast
2014-03-13,76.69516212040018,forecast
2014-03-14,90.36289147808188,forecast
2014-03-16,99.85544730687364,forecast
2014-03-17,73.58018830752718,forecast
2014-03-18,74.49871837380006,forecast
2014-03-19,101.7973556252413,forecast
2014-03-20,86.96916586670692,forecast
2014-03-21,94.7193000343345,forecast
2014-03-22,137.7410151933922,forecast
2014-03-23,83.18546677480806,forecast
2014-03-24,48.783645450469045,forecast
2014-03-25,44.942654014542015,forecast
2014-03-26,69.96142158880521,forecast
2014-03-27,54.815377238464855,forecast
2014-03-28,65.03906098446218,forecast
2014-03-29,114.43135292980733,forecast
2014-03-30,69.57505846804375,forecast
2014-03-31,45.287796396214745,forecast
2014-04-01,48.2828280862787,forecast
2014-04-02,74.93478488034171,forecast
2014-04-03,57.31439147519522,forecast
2014-04-04,63.90027024568883,forecast
2014-04-05,110.81404879584461,forecast
2014-04-06,64.84200520968207,forecast
2014-04-07,39.592988890132574,forecast
2014-04-08,41.12067774290425,forecast
2014-04-09,66.77927650750904,forecast
2014-04-10,50.328037022555336,forecast
2014-04-11,60.682042336446216,forecast
2014-04-12,112.28976169183362,forecast
2014-04-13,69.4986424458155,forecast
2014-04-14,45.1155648188939,forecast
2014-04-15,47.11977456213766,forecast
2014-04-16,76.00520541259786,forecast
2014-04-17,66.92153154708355,forecast
2014-04-18,86.66168814314608,forecast
2014-04-19,145.18979680218757,forecast
2014-04-20,103.21595529893415,forecast
2014-04-21,73.33279630479478,forecast
2014-04-22,66.57124403706605,forecast
2014-04-23,87.20233584212059,forecast
2014-04-24,72.32513331195503,forecast
2014-04-25,88.41840343652379,forecast
2014-04-26,144.51498045099902,forecast
2014-04-27,101.51371477597692,forecast
2014-04-28,73.25674468370872,forecast
2014-04-29,71.31537021607183,forecast
2014-04-30,98.23793694555766,forecast
2014-05-01,87.60361686126542,forecast
2014-05-02,102.90009596149065,forecast
2014-05-03,152.85692274958853,forecast
2014-05-04,100.79424913282166,forecast
2014-05-05,63.61640896479676,forecast
2014-05-06,54.34274769860616,forecast
2014-05-07,74.93762902867667,forecast
2014-05-08,57.934683705250826,forecast
2014-05-09,67.09117428017146,forecast
2014-05-10,112.81111800785601,forecast
2014-05-11,59.80376893193342,forecast
2014-05-12,24.41333640581935,forecast
2014-05-13,17.390570048351293,forecast
2014-05-14,38.86261593595598,forecast
2014-05-15,21.98578954845228,forecast
2014-05-16,33.402997142970285,forecast
2014-05-17,86.14094223414637,forecast
2014-05-18,44.57293368167667,forecast
2014-05-19,21.375533067140026,forecast
2014-05-20,22.748472263300314,forecast
2014-05-21,46.64040678668498,forecast
2014-05-22,27.74272481823246,forecast
2014-05-23,36.390312481528895,forecast
2014-05-24,88.57153927119177,forecast
2014-05-25,49.243351253536716,forecast
2014-05-26,30.056390207551352,forecast
2014-05-27,36.56994264104468,forecast
2014-05-28,67.45748970337745,forecast
2014-05-29,58.43185328362307,forecast
2014-05-30,79.19744298479965,forecast
2014-05-31,142.79040443411478,forecast
2014-06-01,110.45897266840464,forecast
2014-06-02,91.93879280395795,forecast
2014-06-03,93.91758305311596,forecast
2014-06-04,118.06902498655786,forecast
2014-06-05,102.50643619656941,forecast
2014-06-06,117.2353590394859,forecast
2014-06-07,174.19818114403796,forecast
2014-06-08,134.11359490132264,forecast
2014-06-09,107.83883254278334,forecast
2014-06-10,103.90091611724317,forecast
2014-06-11,124.56613257038526,forecast
2014-06-12,106.43264969922663,forecast
2014-06-13,117.22341369666286,forecast
2014-06-14,168.23012716978585,forecast
2014-06-15,122.23971646086926,forecast
2014-06-16,93.38013930209088,forecast
2014-06-17,91.68528738907483,forecast
2014-06-18,117.39865888282381,forecast
2014-06-19,102.71420416437488,forecast
2014-06-20,111.77672777764931,forecast
2014-06-21,155.70076282408914,forecast
2014-06-22,100.33916799465133,forecast
2014-06-23,63.58826906342512,forecast
2014-06-24,57.39998722241038,forecast
2014-06-25,81.65056267029786,forecast
2014-06-26,67.52922946306252,forecast
2014-06-27,79.27763847813874,forecast
2014-06-28,129.15173168028724,forecast
2014-06-29,83.42311431072936,forecast
2014-06-30,58.13322447387528,forecast
2014-07-01,61.57453488792759,forecast
2014-07-02,90.48864830950072,forecast
2014-07-03,75.6174062840035,forecast
2014-07-04,83.48255128997914,forecast
2014-07-05,129.26727314104394,forecast
2014-07-06,80.5727943828455,forecast
2014-07-07,52.73646451600054,forecast
2014-07-08,52.90725170671327,forecast
2014-07-09,78.0157435636811,forecast
2014-07-10,60.41689091577086,forecast
2014-07-11,67.98080160862864,forecast
2014-07-12,115.31131581069273,forecast
2014-07-13,67.73665981931835,forecast
2014-07-14,38.788391487598616,forecast
2014-07-15,36.28356535124065,forecast
2014-07-16,60.10365632098081,forecast
2014-07-17,45.30972067201971,forecast
2014-07-18,59.535417877424976,forecast
2014-07-19,113.83003701837332,forecast
2014-07-20,69.09468763963991,forecast
2014-07-21,36.81409866092184,forecast
2014-07-22,26.47660344918493,forecast
2014-07-23,41.793098583232805,forecast
2014-07-24,20.921664084773965,forecast
2014-07-25,32.20962166186411,forecast
2014-07-26,85.80193503590229,forecast
2014-07-27,42.06956108948174,forecast
2014-07-28,13.318470786047207,forecast
2014-07-29,10.138755597324419,forecast
2014-07-30,35.67326405654903,forecast
2014-07-31,25.17103519447248,forecast
2014-08-01,43.29375231140397,forecast
2014-08-02,98.27398359789798,forecast
2014-08-03,51.593395053197675,forecast
2014-08-04,18.57716213188977,forecast
2014-08-05,12.103530806332742,forecast
2014-08-06,35.54347595667326,forecast
2014-08-07,22.964501519643044,forecast
2014-08-08,38.39822912120242,forecast
2014-08-09,91.0882840727178,forecast
2014-08-10,44.23794324588619,forecast
2014-08-11,13.586723971496795,forecast
2014-08-12,10.431152054245786,forecast
2014-08-13,35.73867799794175,forecast
2014-08-14,22.8098846005285,forecast
2014-08-15,37.6361851695371,forecast
2014-08-16,92.63373451903584,forecast
2014-08-17,52.426984153858726,forecast
2014-08-18,30.66136673841052,forecast
2014-08-19,34.173789564220286,forecast
2014-08-20,60.31511335998058,forecast
2014-08-21,42.18785385414783,forecast
2014-08-22,48.84613596716822,forecast
2014-08-23,96.48859550112059,forecast
2014-08-24,51.68836196154737,forecast
2014-08-26,30.62405248245335,forecast
2014-08-27,57.770905256030176,forecast
2014-08-28,43.53491876111508,forecast
2014-08-29,57.47685333457386,forecast
2014-08-30,114.03274888796136,forecast
2014-08-31,76.21028574449497,forecast
2014-09-01,54.29196741767545,forecast
2014-09-02,53.81163390586517,forecast
2014-09-03,74.65175926429733,forecast
2014-09-04,54.166065784856826,forecast
2014-09-05,63.27568288711605,forecast
2014-09-06,115.77214360294826,forecast
2014-09-07,73.5588185739127,forecast
2014-09-08,47.132163893970514,forecast
2014-09-09,43.64940109734779,forecast
2014-09-10,64.33691396991522,forecast
2014-09-11,45.923537016478406,forecast
2014-09-12,57.058923250641264,forecast
2014-09-13,109.67717423381202,forecast
2014-09-14,66.2944316222993,forecast
2014-09-15,40.29386667518037,forecast
2014-09-16,41.467901072404466,forecast
2014-09-17,70.73114289767872,forecast
2014-09-18,61.18055642335361,forecast
2014-09-19,76.96184452287777,forecast
2014-09-20,127.88838411233692,forecast
2014-09-21,78.07899170528601,forecast
2014-09-22,44.68513481816581,forecast
2014-09-23,40.54456706496776,forecast
2014-09-24,67.2449658755852,forecast
2014-09-25,56.95080221991691,forecast
2014-09-26,73.26283015668896,forecast
2014-09-27,126.81478298978102,forecast
2014-09-28,82.84037352301934,forecast
2014-09-29,57.949866306684676,forecast
2014-09-30,62.111786225907764,forecast
2014-10-01,93.27980910994314,forecast
2014-10-02,81.76795780764866,forecast
2014-10-03,92.35811083162363,forecast
2014-10-04,138.73393903024015,forecast
2014-10-05,88.54411925086498,forecast
2014-10-06,58.70935193913632,forecast
2014-10-07,58.097908494581134,forecast
2014-10-08,84.11109647090093,forecast
2014-10-09,68.1456151977365,forecast
2014-10-10,76.76816212114132,forecast
2014-10-11,124.17545971909927,forecast
2014-10-12,76.42874845166233,forecast
2014-10-13,48.07166288126356,forecast
2014-10-14,47.21705208195514,forecast
2014-10-15,73.22187830725991,forecast
2014-10-16,60.6353743711653,forecast
2014-10-17,77.40980004382847,forecast
2014-10-18,135.59727327546386,forecast
2014-10-19,96.73515007154423,forecast
2014-10-20,71.67405114551728,forecast
2014-10-21,68.24215204413112,forecast
2014-10-22,88.76465121249393,forecast
2014-10-23,71.4735088508205,forecast
2014-10-24,86.16743017645454,forecast
2014-10-25,144.47545312757214,forecast
2014-10-26,106.89152439281264,forecast
2014-10-27,84.3425408555319,forecast
2014-10-28,85.79623370025128,forecast
2014-10-29,114.01358902811623,forecast
2014-10-30,105.40736820771426,forecast
2014-10-31,126.17049673134058,forecast
2014-11-01,184.86794750629196,forecast
2014-11-02,141.6322886943424,forecast
2014-11-03,109.80268235063576,forecast
2014-11-04,101.3527087129531,forecast
2014-11-05,120.48615288819917,forecast
2014-11-06,103.04547186108246,forecast
2014-11-07,114.21055286497105,forecast
2014-11-08,162.86671002728548,forecast
2014-11-09,110.88899832276933,forecast
2014-11-10,73.05698418751506,forecast
2014-11-11,60.914483827246684,forecast
2014-11-12,76.5063239061624,forecast
2014-11-13,53.956714336798576,forecast
2014-11-14,59.19380772331306,forecast
2014-11-15,104.11785816735866,forecast
2014-11-16,53.35661234620817,forecast
2014-11-17,21.481364049558856,forecast
2014-11-18,16.490615459641305,forecast
2014-11-19,35.992272876234,forecast
2014-11-20,12.035197131190095,forecast
2014-11-21,12.172323290388015,forecast
2014-11-22,52.069991306742146,forecast
2014-11-23,-0.6256993135674875,forecast
2014-11-24,-30.72196395512296,forecast
2014-11-25,-31.22817757552307,forecast
2014-11-26,-5.179164113874094,forecast
2014-11-27,-19.82389110811127,forecast
2014-11-28,-6.63057697096383,forecast
2014-11-29,49.375026009883264,forecast
2014-11-30,12.807502561697248,forecast
2014-12-01,-4.94426855634444,forecast
2014-12-02,1.086390727310139,forecast
2014-12-03,28.923089621529478,forecast
2014-12-04,14.13806503863011,forecast
2014-12-05,27.529245925098998,forecast
2014-12-06,84.23506393548492,forecast
2014-12-07,47.640255724501934,forecast
2014-12-08,28.47175537768701,forecast
2014-12-09,32.692270629742865,forecast
2014-12-10,59.99866587177165,forecast
2014-12-11,46.50260726792422,forecast
2014-12-12,61.398255207323515,forecast
2014-12-13,117.4697509776781,forecast
2014-12-14,77.39770436942048,forecast
2014-12-15,53.94360584420472,forecast
2014-12-16,56.32761087892489,forecast
2014-12-17,85.76083228744142,forecast
2014-12-18,76.35995075397136,forecast
2014-12-19,92.96242118226066,forecast
2014-12-20,144.84028027302,forecast
2014-12-21,94.57990684184715,forecast
2014-12-22,58.10653777306005,forecast
2014-12-23,48.51900551664294,forecast
2014-12-24,69.0665767165431,forecast
2014-12-25,53.625698777258016,forecast
2014-12-26,66.159953503401,forecast
2014-12-27,116.16971006690483,forecast
2014-12-28,67.51169098975838,forecast
2014-12-29,36.653126303974354,forecast
2014-12-30,34.95251403156724,forecast
2014-12-31,62.10273055194602,forecast
2015-01-01,48.93461764594373,forecast
2015-01-02,59.06355343138782,forecast
2015-01-03,104.29837634329235,forecast
2015-01-04,51.458385743631794,forecast
2015-01-05,18.34834372856904,forecast
2015-01-06,15.623879616665796,forecast
2015-01-07,41.80778057795591,forecast
2015-01-08,27.87308678416798,forecast
2015-01-09,38.955945999952945,forecast
2015-01-10,88.15631370327543,forecast
2015-01-11,41.61475032840135,forecast
2015-01-12,14.757230566426685,forecast
2015-01-13,16.302865987741043,forecast
2015-01-14,45.310928065277224,forecast
2015-01-15,35.56890783993652,forecast
2015-01-16,54.78101024661182,forecast
2015-01-17,115.67435590943101,forecast
2015-01-18,80.70347725951642,forecast
2015-01-19,60.74381031333245,forecast
2015-01-20,62.35523966570201,forecast
2015-01-21,86.16966365536187,forecast
2015-01-22,69.72150015771015,forecast
2015-01-23,83.74768283903123,forecast
2015-01-24,141.64452502701548,forecast
2015-01-25,104.93875946937249,forecast
2015-01-26,83.97387591990655,forecast
2015-01-27,86.15107250822979,forecast
2015-01-28,113.24562027551444,forecast
2015-01-29,102.28622507766818,forecast
2015-01-30,121.18253404390856,forecast
2015-01-31,179.7446403151059,forecast
2015-02-01,137.70181027772827,forecast
2015-02-02,106.63611562480648,forecast
2015-02-03,97.04958356001751,forecast
2015-02-04,113.20713736944307,forecast
2015-02-05,92.51454247562717,forecast
2015-02-06,101.8493542583063,forecast
2015-02-07,150.53821691507284,forecast
2015-02-08,99.46194511741392,forecast
2015-02-09,62.05549204437575,forecast
2015-02-10,49.410711018441596,forecast
2015-02-11,64.25866567882738,forecast
2015-02-12,41.68872957028794,forecast
2015-02-13,47.879626833732374,forecast
2015-02-14,94.16536450069752,forecast
2015-02-15,44.62533405102198,forecast
2015-02-16,14.11967523025335,forecast
2015-02-17,11.628126257312054,forecast
2015-02-18,35.382556102444155,forecast
2015-02-19,16.795614299941988,forecast
2015-02-20,21.76872008292051,forecast
2015-02-21,64.60213693696676,forecast
2015-02-22,13.04633783334721,forecast
2015-02-23,-16.213597697854482,forecast
2015-02-24,-14.652432358288948,forecast
2015-02-25,14.877052497060092,forecast
2015-02-26,3.8129777085921006,forecast
2015-02-27,19.136374691806594,forecast
2015-02-28,75.51481167582635,forecast
2015-03-01,38.80331478332691,forecast
2015-03-02,21.998117718955882,forecast
2015-03-03,30.47162166950214,forecast
2015-03-04,60.91645819819931,forecast
2015-03-05,47.054240877790754,forecast
2015-03-06,58.8066429894677,forecast
2015-03-07,112.18641025784262,forecast
2015-03-08,72.3824534531986,forecast
2015-03-09,51.28569540050488,forecast
2015-03-10,54.501875220348424,forecast
2015-03-11,80.3860763527086,forecast
2015-03-12,64.06141308467221,forecast
2015-03-13,74.92594248683552,forecast
2015-03-14,126.7836322402002,forecast
2015-03-15,83.06802488041524,forecast
2015-03-16,56.39487423718292,forecast
2015-03-17,55.37585924934676,forecast
2015-03-18,81.1246705676787,forecast
2015-03-19,68.57717659511903,forecast
2015-03-20,83.6221540638514,forecast
2015-03-21,135.67727898837222,forecast
2015-03-22,86.1652482516815,forecast
2015-03-23,49.40395396655548,forecast
2015-03-24,37.86005828671416,forecast
2015-03-25,55.76446490427864,forecast
2015-03-26,38.781537099181996,forecast
2015-03-27,51.90529694486291,forecast
2015-03-28,104.0277389961559,forecast
2015-03-29,57.39239261648438,forecast
2015-03-30,27.41388165388718,forecast
2015-03-31,25.981475954553545,forecast
2015-04-01,54.40370075794011,forecast
2015-04-02,44.642305491451324,forecast
2015-04-03,59.7586200070877,forecast
2015-04-04,109.73212910832075,forecast
2015-04-05,59.74337754592226,forecast
2015-04-06,27.523555227836844,forecast
2015-04-07,25.160238070741094,forecast
2015-04-08,52.74913893286654,forecast
2015-04-09,41.58957791553044,forecast
2015-04-10,55.720908560786974,forecast
2015-04-11,106.81088699309902,forecast
2015-04-12,60.477577719437434,forecast
2015-04-13,32.78136749937145,forecast
2015-04-14,33.37460705534298,forecast
2015-04-15,61.5558238242063,forecast
2015-04-16,50.55577065607376,forecast
2015-04-17,67.56035590583161,forecast
2015-04-18,125.6354036838672,forecast
2015-04-19,88.28513696515742,forecast
2015-04-20,67.09438787563917,forecast
2015-04-21,68.0872518572567,forecast
2015-04-22,90.35721147051393,forecast
2015-04-23,70.19581261403077,forecast
2015-04-24,78.57489787252669,forecast
2015-04-25,130.51803431518755,forecast
2015-04-26,89.22297494894394,forecast
2015-04-27,65.35013602274574,forecast
2015-04-28,65.11825755902082,forecast
2015-04-29,88.87510728868762,forecast
2015-04-30,73.45616437895761,forecast
2015-05-01,88.11283082229983,forecast
2015-05-02,144.35768159363226,forecast
2015-05-03,102.38887803996768,forecast
2015-05-04,72.56166164854491,forecast
2015-05-05,63.51283029546477,forecast
2015-05-06,78.64781157818686,forecast
2015-05-07,56.24439336969064,forecast
2015-05-08,64.96317503663568,forecast
2015-05-09,115.25542158663322,forecast
2015-05-10,67.58834229518183,forecast
2015-05-11,33.982514362327656,forecast
2015-05-12,24.454305184568618,forecast
2015-05-13,41.83929124627477,forecast
2015-05-14,22.13695483873311,forecast
2015-05-15,32.16119722689701,forecast
2015-05-16,82.97692141510339,forecast
2015-05-17,37.928568710679805,forecast
2015-05-18,11.651810147058683,forecast
2015-05-19,13.820462281110053,forecast
2015-05-20,43.596980972882136,forecast
2015-05-21,32.42561184765946,forecast
2015-05-22,44.938893974922244,forecast
2015-05-23,93.73534204799165,forecast
2015-05-24,45.85135860817077,forecast
2015-05-25,18.885703755214145,forecast
2015-05-26,23.09866289018607,forecast
2015-05-27,56.63094725890209,forecast
2015-05-28,50.291780443445155,forecast
2015-05-29,69.44507491431781,forecast
2015-05-30,127.71830214145979,forecast
2015-05-31,91.52571534419722,forecast
2015-06-01,75.57080495839345,forecast
2015-06-02,86.36648734858399,forecast
2015-06-03,120.1480314071032,forecast
2015-06-04,108.86263120007214,forecast
2015-06-05,120.88370827239089,forecast
2015-06-06,172.24809993131498,forecast
2015-06-07,129.67932336509497,forecast
2015-06-08,106.74661913301257,forecast
2015-06-09,109.48781151194434,forecast
2015-06-10,135.2650788074056,forecast
2015-06-11,117.8690146834534,forecast
2015-06-12,126.26843458514284,forecast
2015-06-13,174.98645815014032,forecast
2015-06-14,128.46416870745634,forecast
2015-06-15,99.61872119815752,forecast
2015-06-16,96.55356843131099,forecast
2015-06-17,119.8977805219339,forecast
2015-06-18,104.94386741636883,forecast
2015-06-19,118.63191743898068,forecast
2015-06-20,171.0740668485273,forecast
2015-06-21,123.12583970977525,forecast
2015-06-22,87.51934232260032,forecast
2015-06-23,75.41581866236974,forecast
2015-06-24,91.2045074342365,forecast
2015-06-25,72.08789331062633,forecast
2015-06-26,84.63109359333313,forecast
2015-06-27,137.93434304448994,forecast
2015-06-28,92.94352547899476,forecast
2015-06-29,63.526519054625034,forecast
2015-06-30,61.2586544581424,forecast
2015-07-01,88.67954270838865,forecast
2015-07-02,79.32094733560653,forecast
2015-07-03,96.61210925708275,forecast
2015-07-04,149.20583428038702,forecast
2015-07-05,100.3292428300767,forecast
2015-07-06,66.77973574689507,forecast
2015-07-07,61.45853088806719,forecast
2015-07-08,86.20362924402032,forecast
2015-07-09,73.41720835958822,forecast
2015-07-10,86.72323116999834,forecast
2015-07-11,136.39384338307568,forecast
2015-07-12,87.01107685842268,forecast
2015-07-13,54.79965985038666,forecast
2015-07-14,50.40149023460539,forecast
2015-07-15,73.84810786982712,forecast
2015-07-16,58.21574986623804,forecast
2015-07-17,70.08466709113146,forecast
2015-07-18,122.43779493941841,forecast
2015-07-19,79.6245619533083,forecast
2015-07-20,54.31805258601511,forecast
2015-07-21,52.73494562878497,forecast
2015-07-22,72.86079672153369,forecast
2015-07-23,49.44289975033094,forecast
2015-07-24,52.88965431906124,forecast
2015-07-25,99.27874075134675,forecast
2015-07-26,53.670037795806465,forecast
2015-07-27,27.828257507648907,forecast
2015-07-28,27.43516484171699,forecast
2015-07-29,51.292222251505244,forecast
2015-07-30,35.24389539172565,forecast
2015-07-31,49.123361598380725,forecast
2015-08-01,106.09317333251983,forecast
2015-08-02,67.52157742311607,forecast
2015-08-03,43.255160380312155,forecast
2015-08-04,40.0810916438012,forecast
2015-08-05,59.75890707936934,forecast
2015-08-06,40.47243683770547,forecast
2015-08-07,52.28094741956305,forecast
2015-08-08,107.16315800644371,forecast
2015-08-09,65.85592433360662,forecast
2015-08-10,39.216563835999196,forecast
2015-08-11,35.75453974458016,forecast
2015-08-12,57.701800040275934,forecast
2015-08-13,41.60665865562675,forecast
2015-08-14,55.12832113859636,forecast
2015-08-15,109.48280611856538,forecast
2015-08-16,67.3716161444307,forecast
2015-08-17,42.8299474561291,forecast
2015-08-18,45.794127277091086,forecast
2015-08-19,76.40788489137655,forecast
2015-08-20,66.76579018825818,forecast
2015-08-21,80.91617393295168,forecast
2015-08-22,129.88238015616648,forecast
2015-08-23,79.43353951284514,forecast
2015-08-24,47.391630265890846,forecast
2015-08-25,45.64522170609912,forecast
2015-08-26,74.01946968498054,forecast
2015-08-27,63.66569134828367,forecast
2015-08-28,78.80129753444203,forecast
2015-08-29,131.67251540446296,forecast
2015-08-30,88.55326749582947,forecast
2015-08-31,65.50088936116097,forecast
2015-09-01,70.83557736985483,forecast
2015-09-02,101.33714686869581,forecast
2015-09-03,87.79452678505506,forecast
2015-09-04,96.78358135466269,forecast
2015-09-05,143.54664636073343,forecast
2015-09-06,95.73994127053155,forecast
2015-09-07,68.77066132288226,forecast
2015-09-08,69.84916066736136,forecast
2015-09-09,95.96394290849662,forecast
2015-09-10,79.52248238860244,forecast
2015-09-11,88.4402931011394,forecast
2015-09-12,137.35802633506532,forecast
2015-09-13,91.6309361467417,forecast
2015-09-14,64.80695921657323,forecast
2015-09-15,64.70836098953521,forecast
2015-09-16,91.21050051336881,forecast
2015-09-17,79.3571956057688,forecast
2015-09-18,96.75430408477028,forecast
2015-09-19,154.41364649377616,forecast
2015-09-20,113.19040194374512,forecast
2015-09-21,84.51638329303972,forecast
2015-09-22,77.82172432545366,forecast
2015-09-23,96.75571425446293,forecast
2015-09-24,79.41340987839475,forecast
2015-09-25,94.0797408809365,forecast
2015-09-26,150.83994947420337,forecast
2015-09-27,110.00991023066655,forecast
2015-09-28,83.85514802060266,forecast
2015-09-29,82.91711215496474,forecast
2015-09-30,110.30769952318852,forecast
2015-10-01,101.25564780654801,forecast
2015-10-02,120.41378526228615,forecast
2015-10-03,176.0177157563773,forecast
2015-10-04,129.56410690403675,forecast
2015-10-05,96.34839998479468,forecast
2015-10-06,89.3429014483666,forecast
2015-10-07,111.96620957533193,forecast
2015-10-08,98.34205645794597,forecast
2015-10-09,112.56524329203623,forecast
2015-10-10,163.947624049779,forecast
2015-10-11,115.7636551889093,forecast
2015-10-12,83.82475014347736,forecast
2015-10-13,79.4977411246314,forecast
2015-10-14,103.81648479713816,forecast
2015-10-15,90.14182361192371,forecast
2015-10-16,104.51716986551745,forecast
2015-10-17,159.4004997331457,forecast
2015-10-18,119.44624913782732,forecast
2015-10-19,98.3166506166391,forecast
2015-10-20,102.85123694567862,forecast
2015-10-21,130.38872449554862,forecast
2015-10-22,114.00453976823982,forecast
2015-10-23,122.71103357612552,forecast
2015-10-24,172.65108026913015,forecast
2015-10-25,130.3291859086226,forecast
2015-10-26,108.98952848580349,forecast
2015-10-27,114.4345667348264,forecast
2015-10-28,144.08717783613503,forecast
2015-10-29,132.17051756959088,forecast
2015-10-30,148.14209666034793,forecast
2015-10-31,206.33557923683907,forecast
2015-11-01,169.66006075038442,forecast
2015-11-02,148.3061534555653,forecast
2015-11-03,147.72530840618674,forecast
2015-11-04,167.72974917267362,forecast
2015-11-05,145.59071866178283,forecast
2015-11-06,152.21697496977418,forecast
2015-11-07,201.37921048062734,forecast
2015-11-08,154.9794961500182,forecast
2015-11-09,123.53330620616353,forecast
2015-11-10,114.23746588086397,forecast
2015-11-11,128.37828851908867,forecast
2015-11-12,102.76407217327717,forecast
2015-11-13,106.14215255979012,forecast
2015-11-14,150.5607184008582,forecast
2015-11-15,98.66412499521658,forecast
2015-11-16,63.97519175910473,forecast
2015-11-17,56.434377981093306,forecast
2015-11-18,77.10939170621296,forecast
2015-11-19,59.25182990718339,forecast
2015-11-20,67.15991479112137,forecast
2015-11-21,110.79375703602543,forecast
2015-11-22,54.409515511831096,forecast
2015-11-23,15.283161423336324,forecast
2015-11-24,6.360914264924489,forecast
2015-11-25,29.32001309291975,forecast
2015-11-26,16.393129860789088,forecast
2015-11-27,31.225921956082217,forecast
2015-11-28,84.47216158373945,forecast
2015-11-29,41.359996009826105,forecast
2015-11-30,18.46822464946021,forecast
2015-12-01,25.70837890698344,forecast
2015-12-02,60.95260922743948,forecast
2015-12-03,54.410487202817045,forecast
2015-12-04,70.73869885934843,forecast
2015-12-05,123.46732904779402,forecast
2015-12-06,80.09737544304404,forecast
2015-12-07,57.38024913930992,forecast
2015-12-08,64.00760310448098,forecast
2015-12-09,97.20093614971034,forecast
2015-12-10,88.17821682328932,forecast
2015-12-11,103.33278533533873,forecast
2015-12-12,156.69759946647747,forecast
2015-12-13,114.18376684690334,forecast
2015-12-14,90.20218105259617,forecast
2015-12-15,92.75372880911425,forecast
2015-12-16,121.10711664893682,forecast
2015-12-17,109.74942222497234,forecast
2015-12-18,126.59864760730002,forecast
2015-12-19,183.70170130217792,forecast
2015-12-20,142.6202489342036,forecast
2015-12-21,114.25851293753479,forecast
2015-12-22,106.52663681229474,forecast
2015-12-23,121.85854403108618,forecast
2015-12-24,98.61941654244038,forecast
2015-12-25,106.76281436373498,forecast
2015-12-26,158.09085889365787,forecast
2015-12-27,113.32712847280084,forecast
2015-12-28,83.5538867944772,forecast
2015-12-29,77.94200600747097,forecast
2015-12-30,99.45649466559551,forecast
2015-12-31,84.71024639948328,forecast
2016-01-01,100.08770024816434,forecast
2016-01-02,154.33214904772174,forecast
2016-01-03,107.73697336453634,forecast
2016-01-04,73.74815485503257,forecast
2016-01-05,64.48620804904468,forecast
2016-01-06,84.24140971077873,forecast
2016-01-07,68.91245576632683,forecast
2016-01-08,83.70354349310698,forecast
2016-01-09,137.49140179609932,forecast
2016-01-10,92.10937411031279,forecast
2016-01-11,62.262701866815206,forecast
2016-01-12,59.389511017106,forecast
2016-01-13,85.39953083731874,forecast
2016-01-14,74.2550929380105,forecast
2016-01-15,91.69892788459441,forecast
2016-01-16,149.426100981206,forecast
2016-01-17,111.84363661292372,forecast
2016-01-18,93.29116841335315,forecast
2016-01-19,101.52945639670438,forecast
2016-01-20,133.92759074983724,forecast
2016-01-21,122.29959115030746,forecast
2016-01-22,133.9725040301755,forecast
2016-01-23,184.4005290205663,forecast
2016-01-24,141.03588149346277,forecast
2016-01-25,118.89983860306208,forecast
2016-01-26,124.91672380425966,forecast
2016-01-27,155.85614243417626,forecast
2016-01-28,144.38430754347866,forecast
2016-01-29,158.98152913678052,forecast
2016-01-30,214.604999531462,forecast
2016-01-31,175.88699629723178,forecast
2016-02-01,154.26842994171815,forecast
2016-02-02,154.8012098511773,forecast
2016-02-03,175.5753027341433,forecast
2016-02-04,152.35862203622685,forecast
2016-02-05,156.12029358296274,forecast
2016-02-06,202.19206098754103,forecast
2016-02-07,154.16999998645713,forecast
2016-02-08,123.00596244190533,forecast
2016-02-09,114.89644167360787,forecast
2016-02-10,129.77608521322344,forecast
2016-02-11,103.99341613161256,forecast
2016-02-12,106.97365438328328,forecast
2016-02-13,151.7214893109645,forecast
2016-02-14,101.12311003961078,forecast
2016-02-15,68.1265110253884,forecast
2016-02-16,62.11560561024069,forecast
2016-02-17,84.43935845959794,forecast
2016-02-18,69.32381048399026,forecast
2016-02-19,81.68532423941423,forecast
2016-02-20,130.84309168077016,forecast
2016-02-21,79.39827765947022,forecast
2016-02-22,43.258609040884494,forecast
2016-02-23,35.473867444209404,forecast
2016-02-24,59.21414273681425,forecast
2016-02-25,48.24861772680072,forecast
2016-02-26,66.4081338703908,forecast
